File,Issue,Date,Details
2025423,None,18/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,19/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,20/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,21/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,22/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,23/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,24/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,25/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,26/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,27/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,28/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,29/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
